0.010000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000
0.020000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000
0.030000,49.993691,49.993691,49.993691,49.993691,49.993691,49.993691,49.993691,49.993691,49.993691,49.993691
0.040000,49.988256,49.988256,49.988256,49.988256,49.988256,49.988256,49.988256,49.988256,49.988256,49.988256
0.050000,49.983377,49.983377,49.983377,49.983377,49.983377,49.983377,49.983377,49.983377,49.983377,49.983377
0.060000,49.978718,49.978718,49.978718,49.978718,49.978718,49.978718,49.978718,49.978718,49.978718,49.978718
0.070000,49.974198,49.974198,49.974198,49.974198,49.974198,49.974198,49.974198,49.974198,49.974198,49.974198
0.080000,49.969692,49.969692,49.969692,49.969692,49.969692,49.969692,49.969692,49.969692,49.969692,49.969692
0.090000,49.965231,49.965231,49.965231,49.965231,49.965231,49.965231,49.965231,49.965231,49.965231,49.965231
0.100000,49.960818,49.960818,49.960818,49.960818,49.960818,49.960818,49.960818,49.960818,49.960818,49.960818
0.110000,49.956643,49.956643,49.956643,49.956643,49.956643,49.956643,49.956643,49.956643,49.956643,49.956643
0.120000,49.953025,49.953025,49.953025,49.953025,49.953025,49.953025,49.953025,49.953025,49.953025,49.953025
0.130000,49.950161,49.950161,49.950161,49.950161,49.950161,49.950161,49.950161,49.950161,49.950161,49.950161
0.140000,49.947951,49.947951,49.947951,49.947951,49.947951,49.947951,49.947951,49.947951,49.947951,49.947951
0.150000,49.946210,49.946210,49.946210,49.946210,49.946210,49.946210,49.946210,49.946210,49.946210,49.946210
0.160000,49.944792,49.944792,49.944792,49.944792,49.944792,49.944792,49.944792,49.944792,49.944792,49.944792
0.170000,49.942867,49.942867,49.942867,49.942867,49.942867,49.942867,49.942867,49.942867,49.942867,49.942867
0.180000,49.940069,49.940069,49.940069,49.940069,49.940069,49.940069,49.940069,49.940069,49.940069,49.940069
0.190000,49.937447,49.937447,49.937447,49.937447,49.937447,49.937447,49.937447,49.937447,49.937447,49.937447
0.200000,49.935528,49.935528,49.935528,49.935528,49.935528,49.935528,49.935528,49.935528,49.935528,49.935528
0.210000,49.934083,49.934083,49.934083,49.934083,49.934083,49.934083,49.934083,49.934083,49.934083,49.934083
0.220000,49.933008,49.933008,49.933008,49.933008,49.933008,49.933008,49.933008,49.933008,49.933008,49.933008
0.230000,49.932255,49.932255,49.932255,49.932255,49.932255,49.932255,49.932255,49.932255,49.932255,49.932255
0.240000,49.931779,49.931779,49.931779,49.931779,49.931779,49.931779,49.931779,49.931779,49.931779,49.931779
0.250000,49.931560,49.931560,49.931560,49.931560,49.931560,49.931560,49.931560,49.931560,49.931560,49.931560
0.260000,49.931591,49.931591,49.931591,49.931591,49.931591,49.931591,49.931591,49.931591,49.931591,49.931591
0.270000,49.931871,49.931871,49.931871,49.931871,49.931871,49.931871,49.931871,49.931871,49.931871,49.931871
0.280000,49.932403,49.932403,49.932403,49.932403,49.932403,49.932403,49.932403,49.932403,49.932403,49.932403
0.290000,49.933192,49.933192,49.933192,49.933192,49.933192,49.933192,49.933192,49.933192,49.933192,49.933192
0.300000,49.934242,49.934242,49.934242,49.934242,49.934242,49.934242,49.934242,49.934242,49.934242,49.934242
0.310000,49.935558,49.935558,49.935558,49.935558,49.935558,49.935558,49.935558,49.935558,49.935558,49.935558
0.320000,49.937146,49.937146,49.937146,49.937146,49.937146,49.937146,49.937146,49.937146,49.937146,49.937146
0.330000,49.939011,49.939011,49.939011,49.939011,49.939011,49.939011,49.939011,49.939011,49.939011,49.939011
0.340000,49.941321,49.941321,49.941321,49.941321,49.941321,49.941321,49.941321,49.941321,49.941321,49.941321
0.350000,49.944440,49.944440,49.944440,49.944440,49.944440,49.944440,49.944440,49.944440,49.944440,49.944440
0.360000,49.948796,49.948796,49.948796,49.948796,49.948796,49.948796,49.948796,49.948796,49.948796,49.948796
0.370000,49.954481,49.954481,49.954481,49.954481,49.954481,49.954481,49.954481,49.954481,49.954481,49.954481
0.380000,49.961169,49.961169,49.961169,49.961169,49.961169,49.961169,49.961169,49.961169,49.961169,49.961169
0.390000,49.968347,49.968347,49.968347,49.968347,49.968347,49.968347,49.968347,49.968347,49.968347,49.968347
0.400000,49.975592,49.975592,49.975592,49.975592,49.975592,49.975592,49.975592,49.975592,49.975592,49.975592
0.410000,49.982378,49.982378,49.982378,49.982378,49.982378,49.982378,49.982378,49.982378,49.982378,49.982378
0.420000,49.988590,49.988590,49.988590,49.988590,49.988590,49.988590,49.988590,49.988590,49.988590,49.988590
0.430000,49.994288,49.994288,49.994288,49.994288,49.994288,49.994288,49.994288,49.994288,49.994288,49.994288
0.440000,49.999751,49.999751,49.999751,49.999751,49.999751,49.999751,49.999751,49.999751,49.999751,49.999751
0.450000,50.005062,50.005062,50.005062,50.005062,50.005062,50.005062,50.005062,50.005062,50.005062,50.005062
0.460000,50.010312,50.010312,50.010312,50.010312,50.010312,50.010312,50.010312,50.010312,50.010312,50.010312
0.470000,50.015512,50.015512,50.015512,50.015512,50.015512,50.015512,50.015512,50.015512,50.015512,50.015512
0.480000,50.020696,50.020696,50.020696,50.020696,50.020696,50.020696,50.020696,50.020696,50.020696,50.020696
0.490000,50.025857,50.025857,50.025857,50.025857,50.025857,50.025857,50.025857,50.025857,50.025857,50.025857
0.500000,50.031007,50.031007,50.031007,50.031007,50.031007,50.031007,50.031007,50.031007,50.031007,50.031007
0.510000,50.036136,50.036136,50.036136,50.036136,50.036136,50.036136,50.036136,50.036136,50.036136,50.036136
0.520000,50.041244,50.041244,50.041244,50.041244,50.041244,50.041244,50.041244,50.041244,50.041244,50.041244
0.530000,50.046317,50.046317,50.046317,50.046317,50.046317,50.046317,50.046317,50.046317,50.046317,50.046317
0.540000,50.051349,50.051349,50.051349,50.051349,50.051349,50.051349,50.051349,50.051349,50.051349,50.051349
0.550000,50.056324,50.056324,50.056324,50.056324,50.056324,50.056324,50.056324,50.056324,50.056324,50.056324
0.560000,50.061231,50.061231,50.061231,50.061231,50.061231,50.061231,50.061231,50.061231,50.061231,50.061231
0.570000,50.066014,50.066014,50.066014,50.066014,50.066014,50.066014,50.066014,50.066014,50.066014,50.066014
0.580000,50.071010,50.071010,50.071010,50.071010,50.071010,50.071010,50.071010,50.071010,50.071010,50.071010
0.590000,50.076239,50.076239,50.076239,50.076239,50.076239,50.076239,50.076239,50.076239,50.076239,50.076239
0.600000,50.081609,50.081609,50.081609,50.081609,50.081609,50.081609,50.081609,50.081609,50.081609,50.081609
0.610000,50.087050,50.087050,50.087050,50.087050,50.087050,50.087050,50.087050,50.087050,50.087050,50.087050
0.620000,50.092355,50.092355,50.092355,50.092355,50.092355,50.092355,50.092355,50.092355,50.092355,50.092355
0.630000,50.097760,50.097760,50.097760,50.097760,50.097760,50.097760,50.097760,50.097760,50.097760,50.097760
0.640000,50.102600,50.102600,50.102600,50.102600,50.102600,50.102600,50.102600,50.102600,50.102600,50.102600
0.650000,50.107060,50.107060,50.107060,50.107060,50.107060,50.107060,50.107060,50.107060,50.107060,50.107060
0.660000,50.111183,50.111183,50.111183,50.111183,50.111183,50.111183,50.111183,50.111183,50.111183,50.111183
0.670000,50.115005,50.115005,50.115005,50.115005,50.115005,50.115005,50.115005,50.115005,50.115005,50.115005
0.680000,50.118518,50.118518,50.118518,50.118518,50.118518,50.118518,50.118518,50.118518,50.118518,50.118518
0.690000,50.121726,50.121726,50.121726,50.121726,50.121726,50.121726,50.121726,50.121726,50.121726,50.121726
