0.010000,-1.398304,-0.450826,-0.387784,0.010000,-1.314853,-1.855985
0.020000,-1.397068,-0.449583,-0.386547,0.020000,-1.313606,-1.855985
0.030000,-1.394638,-0.447144,-0.384119,0.030000,-1.311149,-1.855985
0.040000,-1.391078,-0.443576,-0.380571,0.040000,-1.307534,-1.855985
0.050000,-1.386457,-0.438958,-0.375983,0.050000,-1.302826,-1.855985
0.060000,-1.380850,-0.433378,-0.370445,0.060000,-1.297094,-1.855985
0.070000,-1.374334,-0.426926,-0.364050,0.070000,-1.290417,-1.855985
0.080000,-1.366991,-0.419700,-0.356897,0.080000,-1.282876,-1.855985
0.090000,-1.358902,-0.411796,-0.349082,0.090000,-1.274559,-1.855985
0.100000,-1.350149,-0.403312,-0.340705,0.100000,-1.265553,-1.855985
0.110000,-1.340817,-0.394342,-0.331860,0.110000,-1.255947,-1.855985
0.120000,-1.330986,-0.384983,-0.322645,0.120000,-1.245831,-1.855985
0.130000,-1.320740,-0.375327,-0.313153,0.130000,-1.235295,-1.855985
0.140000,-1.310159,-0.365466,-0.303479,0.140000,-1.224427,-1.855985
0.150000,-1.299321,-0.355490,-0.293715,0.150000,-1.213312,-1.855985
0.160000,-1.288307,-0.345491,-0.283952,0.160000,-1.202036,-1.855985
0.170000,-1.277194,-0.335558,-0.274283,0.170000,-1.190684,-1.855985
0.180000,-1.266064,-0.325787,-0.264804,0.180000,-1.179342,-1.855985
0.190000,-1.254995,-0.316274,-0.255611,0.190000,-1.168097,-1.855985
0.200000,-1.244068,-0.307112,-0.246799,0.200000,-1.157033,-1.855985
0.210000,-1.233357,-0.298391,-0.238455,0.210000,-1.146229,-1.855985
0.220000,-1.222935,-0.290193,-0.230663,0.220000,-1.135761,-1.855985
0.230000,-1.212871,-0.282598,-0.223497,0.230000,-1.125698,-1.855985
0.240000,-1.203230,-0.275677,-0.217027,0.240000,-1.116106,-1.855985
0.250000,-1.194073,-0.269495,-0.211312,0.250000,-1.107042,-1.855985
